,type,precision,recall,f1-score,support,mis_from_top5,mis_to_top5
58,publisher,0.7021276595744681,0.7333333333333333,0.7173913043478262,45,"[('description', 3), ('name', 3), ('album', 2), ('notes', 2), ('location', 1)]","[('name', 4), ('team', 2), ('artist', 2), ('location', 1), ('category', 1)]"
59,range,1.0,0.375,0.5454545454545454,8,[],"[('position', 1), ('name', 1), ('result', 1), ('type', 1), ('duration', 1)]"
60,rank,0.8197026022304833,0.8945233265720081,0.8554801163918526,986,"[('position', 45), ('plays', 14), ('year', 14), ('day', 13), ('order', 12)]","[('age', 29), ('position', 17), ('region', 10), ('type', 6), ('location', 5)]"
61,ranking,0.0,0.0,0.0,12,[],"[('rank', 7), ('weight', 1), ('position', 1), ('result', 1), ('order', 1)]"
62,region,0.6567164179104478,0.6285714285714286,0.6423357664233577,70,"[('rank', 10), ('location', 3), ('class', 2), ('country', 1), ('sales', 1)]","[('city', 4), ('location', 4), ('rank', 3), ('type', 3), ('country', 2)]"
63,religion,1.0,1.0,1.0,6,[],[]
64,requirement,0.0,0.0,0.0,8,"[('description', 1), ('notes', 1)]","[('description', 5), ('type', 1), ('notes', 1), ('country', 1)]"
65,result,0.9393203883495146,0.9192399049881235,0.929171668667467,421,"[('rank', 4), ('location', 2), ('name', 2), ('status', 2), ('notes', 2)]","[('rank', 7), ('description', 4), ('notes', 3), ('name', 3), ('type', 2)]"
66,sales,0.0,0.0,0.0,8,[],"[('rank', 5), ('age', 1), ('region', 1), ('fileSize', 1)]"
67,service,0.9565217391304348,0.88,0.9166666666666666,50,"[('product', 1), ('symbol', 1)]","[('description', 2), ('industry', 1), ('affiliation', 1), ('command', 1), ('name', 1)]"
68,sex,0.8656716417910447,0.90625,0.8854961832061069,64,"[('gender', 5), ('day', 2), ('state', 1), ('weight', 1)]","[('status', 2), ('position', 1), ('rank', 1), ('manufacturer', 1), ('type', 1)]"
69,species,0.6666666666666666,0.47058823529411764,0.5517241379310345,17,"[('name', 3), ('origin', 1)]","[('name', 3), ('description', 2), ('location', 1), ('notes', 1), ('artist', 1)]"
70,state,0.930921052631579,0.9475446428571429,0.9391592920353983,896,"[('team', 16), ('location', 7), ('type', 5), ('country', 5), ('status', 4)]","[('team', 9), ('city', 8), ('type', 6), ('notes', 4), ('age', 3)]"
71,status,0.9462025316455697,0.9256965944272446,0.9358372456964006,969,"[('type', 6), ('description', 5), ('category', 5), ('location', 4), ('team', 4)]","[('type', 17), ('notes', 9), ('description', 7), ('category', 7), ('team', 6)]"
72,symbol,0.9,0.8709677419354839,0.8852459016393444,217,"[('code', 9), ('team', 4), ('album', 2), ('currency', 2), ('status', 1)]","[('code', 6), ('club', 5), ('team', 3), ('type', 3), ('class', 2)]"
73,team,0.8881019830028328,0.9126637554585153,0.9002153625269202,2061,"[('country', 38), ('club', 29), ('name', 23), ('location', 22), ('city', 18)]","[('club', 31), ('country', 26), ('name', 25), ('city', 24), ('state', 16)]"
74,teamName,0.7073170731707317,0.5178571428571429,0.5979381443298969,56,"[('team', 5), ('description', 3), ('location', 1), ('type', 1), ('origin', 1)]","[('team', 8), ('category', 4), ('name', 3), ('city', 3), ('notes', 3)]"
75,type,0.8856775850995504,0.9138502319416832,0.8995433789954338,1509,"[('category', 17), ('status', 17), ('name', 14), ('description', 14), ('position', 10)]","[('name', 28), ('category', 23), ('description', 11), ('team', 9), ('notes', 8)]"
76,weight,0.947129909365559,0.9601837672281777,0.9536121673003802,653,"[('status', 5), ('rank', 5), ('age', 3), ('format', 3), ('description', 2)]","[('age', 5), ('rank', 3), ('depth', 2), ('category', 2), ('duration', 2)]"
77,year,0.9674017257909875,0.9692603266090298,0.9683301343570058,1041,"[('class', 11), ('duration', 4), ('location', 3), ('description', 3), ('rank', 2)]","[('rank', 14), ('class', 7), ('age', 3), ('notes', 2), ('state', 2)]"
