,type,precision,recall,f1-score,support,mis_from_top5,mis_to_top5
60,rank,0.8892185954500494,0.9117647058823529,0.900350525788683,986,"[('position', 28), ('day', 10), ('class', 8), ('order', 7), ('plays', 6)]","[('age', 17), ('position', 11), ('notes', 7), ('weight', 7), ('fileSize', 6)]"
61,ranking,0.3333333333333333,0.08333333333333333,0.13333333333333333,12,"[('rank', 2)]","[('rank', 6), ('position', 2), ('location', 1), ('year', 1), ('order', 1)]"
62,region,0.8275862068965517,0.6857142857142857,0.75,70,"[('result', 2), ('class', 1), ('city', 1), ('rank', 1), ('sales', 1)]","[('rank', 4), ('city', 3), ('team', 3), ('artist', 2), ('album', 2)]"
63,religion,1.0,1.0,1.0,6,[],[]
64,requirement,0.25,0.125,0.16666666666666666,8,"[('description', 2), ('rank', 1)]","[('description', 5), ('type', 1), ('country', 1)]"
65,result,0.9515738498789347,0.9334916864608076,0.9424460431654675,421,"[('team', 4), ('description', 3), ('rank', 3), ('position', 2), ('status', 2)]","[('description', 4), ('notes', 3), ('name', 3), ('position', 2), ('type', 2)]"
66,sales,1.0,0.5,0.6666666666666666,8,[],"[('position', 1), ('age', 1), ('rank', 1), ('region', 1)]"
67,service,0.8979591836734694,0.88,0.888888888888889,50,"[('notes', 1), ('class', 1), ('format', 1), ('description', 1), ('status', 1)]","[('name', 3), ('industry', 1), ('location', 1), ('description', 1)]"
68,sex,0.8428571428571429,0.921875,0.880597014925373,64,"[('gender', 5), ('day', 3), ('position', 1), ('state', 1), ('code', 1)]","[('status', 1), ('type', 1), ('age', 1), ('rank', 1), ('manufacturer', 1)]"
69,species,0.5,0.35294117647058826,0.41379310344827586,17,"[('name', 2), ('collection', 1), ('origin', 1), ('category', 1), ('artist', 1)]","[('name', 4), ('description', 3), ('type', 2), ('country', 1), ('weight', 1)]"
70,state,0.9595050618672666,0.9520089285714286,0.9557422969187674,896,"[('team', 9), ('location', 6), ('city', 5), ('rank', 2), ('county', 2)]","[('type', 8), ('city', 6), ('team', 6), ('status', 3), ('location', 2)]"
71,status,0.9457202505219207,0.934984520123839,0.9403217436429683,969,"[('description', 7), ('type', 7), ('notes', 6), ('name', 4), ('category', 4)]","[('type', 17), ('notes', 9), ('location', 6), ('team', 4), ('description', 4)]"
72,symbol,0.9124423963133641,0.9124423963133641,0.9124423963133641,217,"[('code', 6), ('team', 2), ('class', 1), ('name', 1), ('type', 1)]","[('code', 6), ('type', 4), ('name', 3), ('club', 2), ('location', 1)]"
73,team,0.9174618320610687,0.9330422125181951,0.9251864325234544,2061,"[('country', 32), ('club', 20), ('location', 15), ('city', 14), ('name', 12)]","[('country', 28), ('name', 21), ('city', 20), ('club', 12), ('state', 9)]"
74,teamName,0.8392857142857143,0.8392857142857143,0.8392857142857143,56,"[('team', 5), ('affiliate', 1), ('class', 1), ('type', 1), ('description', 1)]","[('team', 5), ('name', 2), ('notes', 1), ('publisher', 1)]"
75,type,0.8958466453674121,0.92909211398277,0.9121665582303187,1509,"[('status', 17), ('category', 15), ('name', 15), ('description', 14), ('format', 11)]","[('category', 13), ('description', 12), ('name', 11), ('team', 10), ('artist', 7)]"
76,weight,0.9547511312217195,0.9693721286370597,0.9620060790273556,653,"[('rank', 7), ('position', 4), ('duration', 3), ('description', 2), ('year', 2)]","[('rank', 5), ('age', 4), ('code', 3), ('duration', 2), ('industry', 1)]"
77,year,0.9686907020872866,0.9807877041306436,0.9747016706443915,1041,"[('class', 8), ('rank', 5), ('location', 4), ('description', 3), ('duration', 3)]","[('class', 6), ('rank', 3), ('notes', 2), ('age', 2), ('weight', 2)]"
